Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-08-02,03:23:00,Atlas V 401,GPS IIF-7,Active,109.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-08-05,08:00:00,Falcon 9 v1.1,AsiaSat 8,Retired,56.5,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2014-08-13,18:30:00,Atlas V 401,WorldView 3,Active,109.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-08-22,12:27:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,30.0,Partial Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-09-07,05:00:00,Falcon 9 v1.1,AsiaSat 6,Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-09-11,22:05:00,Ariane 5 ECA,"MEASAT 3b, Optus 10",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-09-17,00:10:00,Atlas V 401,CLIO,Active,109.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-09-21,05:52:00,Falcon 9 v1.1,CRS-4,Retired,56.5,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-10-07,05:16:00,H-IIA 202,Himawari 8,Active,90.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-10-16,20:02:00,PSLV-XL,IRNSS-1C,Active,31.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-10-16,21:43:00,Ariane 5 ECA,"Intelsat 30, ARSAT-1",Active,200.0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-10-28,22:22:00,Antares 130,CRS Orb-3,Retired,80.0,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2014-10-29,17:21:00,Atlas V 401,GPS IIF-8,Active,109.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2014-11-06,07:35:00,Dnepr,Sasuke & Others,Retired,29.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2014-12-03,04:22:00,H-IIA 202,Hayabusa 2 & Others,Active,90.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2014-12-05,12:05:00,Delta IV Heavy,EFT-1,Active,350.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-12-06,20:40:00,Ariane 5 ECA,"DirecTV-14, GSAT-16",Active,200.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2014-12-13,03:19:00,Atlas V 541,NROL-35,Active,145.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2014-12-18,04:00:00,GSLV Mk III,Demo Flight (CARE),Active,62.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-12-18,18:37:00,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,30.0,Success
Khrunichev,"Site 35/1, Plesetsk Cosmodrome, Russia",2014-12-23,05:57:00,Angara A5/Briz-M,Demo Flight,Active,100.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-01-10,09:47:00,Falcon 9 v1.1,CRS-5,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-01-21,01:04:00,Atlas V 551,MUOS-3,Active,153.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2015-02-01,01:21:00,H-IIA 202,IGS-Radar 5,Active,90.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-02-11,13:40:00,Vega,IXV,Active,37.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-02-11,23:03:00,Falcon 9 v1.1,DSCOVR,Retired,56.5,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-03-02,03:50:00,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-03-13,02:44:00,Atlas V 421,MMS,Active,123.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2015-03-25,18:36:00,"Delta IV Medium+ (4,2)",GPS IIF-9,Retired,164.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2015-03-25,22:08:00,Dnepr,KompSat-3A,Retired,29.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2015-03-26,01:21:00,H-IIA 202,IGS-Optical 5,Active,90.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2015-03-27,21:46:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,30.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2015-03-28,11:49:00,PSLV-XL,IRNSS-1D,Active,31.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2015-03-31,13:47:00,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-04-15,20:10:00,Falcon 9 v1.1,CRS-6,Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-04-26,20:00:00,Ariane 5 ECA,"Thor 7, SICRAL-2",Active,200.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-04-27,23:03:00,Falcon 9 v1.1,Turkmen??lem52E/MonacoSat,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-05-20,15:05:00,Atlas V 501,OTV-4,Retired,120.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-05-27,21:16:00,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1",Active,200.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-06-23,01:51:00,Vega,Sentinel-2A,Active,37.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-06-28,14:21:00,Falcon 9 v1.1,CRS-7,Retired,56.5,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2015-07-10,16:28:00,PSLV-XL,UK-DMC3A/B/C & Rideshares,Active,31.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-07-15,15:36:00,Atlas V 401,GPS IIF-10,Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-07-15,21:42:00,Ariane 5 ECA,"Star One C4, MSG-4",Active,200.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2015-08-19,11:50:00,H-IIB,HTV-5,Retired,112.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-08-20,20:34:00,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34",Active,200.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2015-08-27,11:22:00,GSLV Mk II,GSAT-6,Active,47.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-09-02,10:18:00,Atlas V 551,MUOS-4,Active,153.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2015-09-11,02:08:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06,Active,30.0,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China",2015-09-19,23:01:00,Long March 6,Demo Flight,Active,19.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2015-09-23,21:59:00,Rokot/Briz KM,Cosmos 2507 to 2509,Retired,41.8,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",2015-09-25,Unknown,Long March 11,Pujian 1 & Others,Active,5.3,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2015-09-28,04:30:00,PSLV-XL,Astrosat & Rideshares,Active,31.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-09-30,20:30:00,Ariane 5 ECA,"NBN Co 1A, ARSAT-2",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-10-02,10:28:00,Atlas V 421,Morelos-3,Active,123.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2015-10-08,12:49:00,Atlas V 401,NROL-55,Active,109.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-10-31,16:13:00,Atlas V 401,GPS IIF-11,Active,109.0,Success
Sandia,"LP-41, Kauai, Pacific Missile Range Facility",2015-11-04,Unknown,Super Stripy,"HiakaSat, STACEM & Others",Active,15.0,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-11-10,21:34:00,Ariane 5 ECA,"Arabsat 6B, GSAT-15",Active,200.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-12-03,04:04:00,Vega,LISA Pathfinder,Active,37.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2015-12-06,21:44:00,Atlas V 401,CRS OA-4,Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2015-12-16,12:30:00,PSLV-CA,TeLEOS-1 & Rideshares,Active,21.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2015-12-17,11:51:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM8-FM9,Active,30.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-12-22,01:29:00,Falcon 9 Block 3,OG2 Mission 2,Retired,62.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2016-01-15,16:57:00,Long March 3B/E,Belintersat 1,Active,29.15,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2016-01-17,18:42:00,Falcon 9 v1.1,Jason-3,Retired,56.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-01-20,04:01:00,PSLV-XL,IRNSS-1E,Active,31.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2016-01-27,23:20:00,Ariane 5 ECA,Intelsat 29e,Active,200.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2016-01-29,22:20:00,Proton-M/Briz-M,Eutelsat 9B,Active,65.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-02-05,13:38:00,Atlas V 401,GPS IIF-12,Active,109.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2016-02-07,00:21:00,Soyuz 2.1b/Fregat,GLONASS-M No.50S,Active,25.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2016-02-16,17:57:00,Rokot/Briz KM,Sentinel-3A,Retired,41.8,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2016-02-17,08:45:00,H-IIA 202,"Astro H, Horyu 4 & Kinshachi 2 and 3",Active,90.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-03-04,23:35:00,Falcon 9 Block 3,SES-9,Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2016-03-09,05:20:00,Ariane 5 ECA,Eutelsat 65 West A,Active,200.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-03-10,10:31:00,PSLV-XL,IRNSS-1F,Active,31.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2016-03-13,18:56:00,Soyuz 2.1b,Resurs-P No.3,Active,20.0,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2016-03-14,09:31:00,Proton-M/Briz-M,ExoMars Trace Gas Orbiter & Schiaparelli EDM,Active,65.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-03-23,03:05:00,Atlas V 401,CRS OA-6,Active,109.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2016-03-24,09:42:00,Soyuz 2.1a,Bars-M 2L,Active,17.42,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2016-03-29,20:11:00,Long March 3A,BeiDou IGSO-6,Active,69.7,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2016-03-31,16:23:00,Soyuz 2.1a,Progress MS-02,Active,17.42,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-04-05,17:38:00,Long March 2D,Shijian-10,Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-04-08,20:43:00,Falcon 9 Block 3,CRS-8,Retired,62.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2016-04-25,21:02:00,Soyuz ST-A/Fregat-M,"Sentinel 1B, MICROSCOPE & Others",Active,30.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2016-04-28,07:20:00,PSLV-XL,IRNSS-1G,Active,31.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-05-06,05:21:00,Falcon 9 Block 3,JCSAT-14,Retired,62.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-05-15,02:43:00,Long March 2D,Yaogan 30,Active,29.75,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2016-05-24,08:48:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM10/FM11,Active,30.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-05-27,21:39:00,Falcon 9 Block 3,Thaicom 8,Retired,62.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2016-05-29,08:44:00,Soyuz 2.1b/Fregat,GLONASS-M No.51S,Active,25.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2016-05-30,03:17:00,Long March 4B,"Ziyuan III-02 & ??uSat-1, 2",Active,64.68,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2016-06-04,14:00:00,Rokot/Briz KM,Cosmos 2517,Retired,41.8,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2016-06-09,07:10:00,Proton-M/Briz-M,Intelsat 31 / DLA-2,Active,65.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2016-06-11,17:51:00,Delta IV Heavy,NROL-37,Active,350.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2016-06-12,15:30:00,Long March 3C/E,BeiDou-2 G7,Active,20.0,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-06-15,14:29:00,Falcon 9 Block 3,ABS-2A & Eutelsat 117 West B,Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2016-06-18,05:20:00,Ariane 5 ECA,"EchoStar 18, BRISat",Active,200.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-06-22,03:56:00,PSLV-XL,Cartosat-2C & Rideshares,Active,31.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-06-24,14:30:00,Atlas V 551,MUOS-5,Active,153.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-06-29,03:21:00,Long March 4B,Shijian 16-02,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-07-18,04:45:00,Falcon 9 Block 3,CRS-9,Retired,62.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-07-28,12:37:00,Atlas V 421,NROL-61,Active,123.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2016-08-05,16:22:00,Long March 3B/E,Tiantong-1 01,Active,29.15,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2016-08-09,22:55:00,Long March 4C,Gaofen-3,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-08-14,05:26:00,Falcon 9 Block 3,JCSAT-16,Retired,62.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-08-15,17:40:00,Long March 2D,"QUESS, Lixing-1, & 3CAT 2",Active,29.75,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2016-08-19,04:52:00,"Delta IV Medium+ (4,2)",AFSPC-6,Retired,164.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2016-08-24,22:16:00,Ariane 5 ECA,"Intelsat 33e, Intelsat 36",Active,200.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2016-08-31,18:50:00,Long March 4C,Gaofen-10,Active,64.68,Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2016-09-01,13:07:00,Falcon 9 Block 3,AMOS-6,Retired,62.0,Prelaunch Failure
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2016-09-08,11:20:00,GSLV Mk II,INSAT-3DR,Active,47.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-09-08,23:05:00,Atlas V 411,OSIRIS-REx,Retired,115.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2016-09-16,01:43:00,Vega,PeruSat-1 and SkySats 4-7,Active,37.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2016-09-26,03:42:00,PSLV-G,ScatSat-1 & Rideshares,Retired,25.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2016-10-05,20:30:00,Ariane 5 ECA,"Sky Muster II, GSAT-18",Active,200.0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2016-10-17,23:45:00,Antares 230,CRS OA-5,Retired,85.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2016-11-02,06:20:00,H-IIA 202,Himawari 9,Active,90.0,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",2016-11-09,23:42:00,Long March 11,"XPNAV 1, Xiaoxiang 1 & Others",Active,5.3,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2016-11-11,18:30:00,Atlas V 401,WorldView-4,Active,109.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-11-11,23:14:00,Long March 2D,Yunhai-1,Active,29.75,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-11-19,23:42:00,Atlas V 541,GOES-R (GOES-16),Active,145.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2016-11-22,15:24:00,Long March 3C/E,Tianlian I-04,Active,20.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2016-12-05,13:51:00,Vega,G??kt??rk-1A,Active,37.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2016-12-07,04:54:00,PSLV-XL,Resourcesat-2A,Active,31.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2016-12-09,13:26:00,H-IIB,HTV-6,Retired,112.5,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2016-12-10,16:11:00,Long March 3B/E,Fengyun 4A,Active,29.15,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2016-12-15,13:37:00,Pegasus XL,CYGNSS,Active,40.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2016-12-18,19:13:00,Atlas V 431,EchoStar 19,Retired,130.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2016-12-21,19:22:00,Long March 2D,"TanSat & Spark 1, 2",Active,29.75,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2016-12-21,20:30:00,Ariane 5 ECA,"Star One D1, JCSAT-15",Active,200.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2016-12-28,03:23:00,Long March 2D,"SuperView-1 1, 2 & Bayi Kepu 1",Active,29.75,Partial Failure
CASC,"LC-2, Xichang Satellite Launch Center, China",2017-01-05,15:18:00,Long March 3B/E,TJS 2,Active,29.15,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2017-01-09,04:11:00,Kuaizhou 1A,"Jilin-1 03, Caton-1 & Xingyun Shiyan 1",Active,5.8,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2017-01-14,17:54:00,Falcon 9 Block 3,Iridium-1,Retired,62.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2017-01-21,00:42:00,Atlas V 401,SBIRS GEO-3,Active,109.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2017-01-28,01:03:00,Soyuz ST-B/Fregat-MT,Hispasat AG1,Active,30.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2017-02-14,21:39:00,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,Active,200.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2017-02-15,03:58:00,PSLV-XL,Cartosat-2D & Rideshares,Active,31.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-02-19,14:39:00,Falcon 9 Block 3,CRS-10,Retired,62.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2017-03-01,17:49:00,Atlas V 401,NROL-79,Active,109.0,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2017-03-07,01:49:00,Vega,Sentinel 2B,Active,37.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-03-16,06:00:00,Falcon 9 Block 3,Echostar 23,Retired,62.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2017-03-17,01:20:00,H-IIA 202,IGS-Radar 5,Active,90.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-03-30,22:27:00,Falcon 9 Block 3,SES-10,Retired,62.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2017-04-12,11:04:00,Long March 3B/E,Shijian 13,Active,29.15,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2017-04-18,15:11:00,Atlas V 401,CRS OA-7,Active,109.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-05-01,11:15:00,Falcon 9 Block 3,NROL-76,Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2017-05-04,21:50:00,Ariane 5 ECA,"Koreasat 7, SGDC-1",Active,200.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2017-05-05,11:27:00,GSLV Mk II,GSAT-9,Active,47.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-05-15,23:21:00,Falcon 9 Block 3,Inmarsat-5 F4,Retired,62.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2017-05-18,11:54:00,Soyuz ST-A/Fregat-M,SES-15,Active,30.0,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2017-05-25,04:20:00,Electron,It's a Test,Active,7.5,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2017-05-25,06:33:00,Soyuz 2.1b/Fregat-M,EKS-2,Active,25.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2017-06-01,00:17:00,H-IIA 202,QZS-2,Active,90.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2017-06-01,23:45:00,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",Active,200.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-06-03,21:07:00,Falcon 9 Block 3,CRS-11,Retired,62.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2017-06-05,11:58:00,GSLV Mk III,GSAT-19,Active,62.0,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2017-06-08,03:45:00,Proton-M/Briz-M,Echostar 21,Active,65.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2017-06-14,09:20:00,Soyuz 2.1a,Progress MS-06 (67P),Active,17.42,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2017-06-15,03:15:00,Long March 4B,HXMT & Others,Active,64.68,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2017-06-18,16:12:00,Long March 3B/E,ChinaSat 9A,Active,29.15,Partial Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2017-06-23,03:59:00,PSLV-XL,Cartosat-2E & Rideshares,Active,31.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-06-23,19:10:00,Falcon 9 Block 3,BulgariaSat-1,Retired,62.0,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2017-06-25,20:25:00,Falcon 9 Block 3,Iridium-2,Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2017-06-28,21:15:00,Ariane 5 ECA,"Hellas Sat 3-Inmarsat S EAN, GSAT-17",Active,200.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-07-05,20:25:00,Falcon 9 Block 3,Intelsat 35e,Retired,62.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2017-07-14,06:36:00,Soyuz 2.1a/Fregat,Kanopus-V IK & Rideshares,Active,48.5,Partial Failure
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2017-08-02,01:58:00,Vega,OPSAT 3000 & VENâ€ Ã¦S,Active,37.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-08-14,16:31:00,Falcon 9 Block 4,CRS-12,Retired,62.0,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2017-08-16,22:07:00,Proton-M/Briz-M,Blagovest-11L,Active,65.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2017-08-18,12:29:00,Atlas V 401,TDRS-M (TDRS-13),Active,109.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2017-08-22,00:02:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.52S,Active,25.0,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2017-08-24,18:51:00,Falcon 9 Block 3,Formosat-5,Retired,62.0,Success
Northrop,"SLC-46, Cape Canaveral AFS, Florida, USA",2017-08-25,06:04:00,Minotaur IV,ORS-5,Active,46.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2017-08-31,13:30:00,PSLV-XL,IRNSS-1H,Active,31.0,Failure
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-09-07,14:00:00,Falcon 9 Block 4,OTV-5,Retired,62.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2017-09-11,19:23:00,Proton-M/Briz-M,Amazonas 5,Active,65.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2017-09-24,05:49:00,Atlas V 541,NROL-42,Active,145.0,Success
VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2017-09-28,18:52:00,Proton-M/Briz-M,AsiaSat 9,Active,65.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2017-09-29,04:21:00,Long March 2C,"Yaogan-30 A, B & C",Active,30.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2017-09-29,21:56:00,Ariane 5 ECA,"Intelsat 37e, BSAT-4a",Active,200.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2017-10-09,04:13:00,Long March 2D,VRSS-2,Active,29.75,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2017-10-09,12:37:00,Falcon 9 Block 4,Iridium-3,Retired,62.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2017-10-09,22:01:00,H-IIA 202,QZS-4,Active,90.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2017-10-11,22:53:00,Falcon 9 Block 3,SES-11 / EchoStar 105,Retired,62.0,Success
